night_photo,night_lat,night_lon,night_taken,day_image,day_id,day_lat,day_lon,day_heading,distance_m,skipped
112.JPG,40.72985555555556,-73.99368333333334,2026:04:28 20:15:47,,,,,,,True
113.JPG,40.729866666666666,-73.99370555555555,2026:04:28 20:15:48,,,,,,,True
114.JPG,40.72987222222223,-73.99372222222222,2026:04:28 20:15:49,0/20161114/a32b6ec5cde27e3a/cds-a32b6ec5cde27e3a-20161114-1047.raw/3/dr5rsnxkt59d-dr5rsnxkkmz5-cds-a32b6ec5cde27e3a-20161114-1047-34.jpg,48560239.0,40.7298566,-73.9937333,56.63,1.97,False
115.JPG,40.729886111111114,-73.99373611111112,2026:04:28 20:15:50,,,,,,,True
116.JPG,40.72989444444445,-73.99375833333333,2026:04:28 20:15:51,,,,,,,True
117.JPG,40.7299,-73.99376666666667,2026:04:28 20:15:53,0/20170312/1ccda49b184cb0ef/cds-1ccda49b184cb0ef-20170312-1056.raw/3/dr5rsnxkwpt7-dr5rsnxkkujb-cds-1ccda49b184cb0ef-20170312-1056-15.jpg,70204105.0,40.7298782,-73.9936851,237.89,7.29,False
118.JPG,40.72994722222222,-73.99375277777777,2026:04:28 20:15:53,,,,,,,True
119.JPG,40.72995,-73.99376666666667,2026:04:28 20:15:55,0/20161114/8b82a42e5a149e22/cds-8b82a42e5a149e22-20161114-1047.raw/3/dr5rsnxm7bnk-dr5rsnxkdpj2-cds-8b82a42e5a149e22-20161114-1047-37.jpg,48549379.0,40.7299669,-73.9937804,58.96,2.21,False
12.JPG,40.72998611111111,-73.9916,2026:04:28 20:10:01,,,,,,,True
120.JPG,40.729958333333336,-73.99378888888889,2026:04:28 20:15:56,,,,,,,True
121.JPG,40.72996388888889,-73.99379722222223,2026:04:28 20:15:57,,,,,,,True
122.JPG,40.729977777777776,-73.99380555555555,2026:04:28 20:15:58,0/20161114/8b82a42e5a149e22/cds-8b82a42e5a149e22-20161114-1047.raw/3/dr5rsnxm7bnk-dr5rsnxkdpj2-cds-8b82a42e5a149e22-20161114-1047-37.jpg,48549379.0,40.7299669,-73.9937804,58.96,2.44,False
123.JPG,40.729977777777776,-73.99381944444444,2026:04:28 20:15:59,,,,,,,True
124.JPG,40.72998055555556,-73.99382777777778,2026:04:28 20:16:00,,,,,,,True
125.JPG,40.72999166666667,-73.99386666666666,2026:04:28 20:16:01,,,,,,,True
126.JPG,40.72999444444444,-73.99387222222222,2026:04:28 20:16:04,,,,,,,True
127.JPG,40.73001388888889,-73.99391944444444,2026:04:28 20:16:07,,,,,,,True
128.JPG,40.73001944444445,-73.99392777777778,2026:04:28 20:16:08,,,,,,,True
129.JPG,40.73001944444445,-73.99392777777778,2026:04:28 20:16:10,,,,,,,True
13.JPG,40.729977777777776,-73.9916,2026:04:28 20:10:01,,,,,,,True
130.JPG,40.730022222222225,-73.99394166666667,2026:04:28 20:16:11,,,,,,,True
131.JPG,40.73003333333334,-73.99397222222223,2026:04:28 20:16:12,,,,,,,True
132.JPG,40.73003888888889,-73.9939888888889,2026:04:28 20:16:13,,,,,,,True
133.JPG,40.73003888888889,-73.99400277777778,2026:04:28 20:16:14,,,,,,,True
134.JPG,40.73003888888889,-73.9940111111111,2026:04:28 20:16:15,,,,,,,True
135.JPG,40.73004166666667,-73.99403333333333,2026:04:28 20:16:16,,,,,,,True
136.JPG,40.73003888888889,-73.99404166666666,2026:04:28 20:16:17,,,,,,,True
137.JPG,40.73004166666667,-73.99405555555556,2026:04:28 20:16:19,,,,,,,True
138.JPG,40.73005277777778,-73.99407222222223,2026:04:28 20:16:20,0/20160722/79ddade2485edbde/cds-79ddade2485edbde-20160722-1202.raw/3/dr5rsnxjudrf-dr5rsnxje8x3-cds-79ddade2485edbde-20160722-1202-12.jpg,16079056.0,40.73006450000001,-73.99408940000002,63.55,1.95,False
139.JPG,40.73014444444445,-73.99426944444444,2026:04:28 20:16:36,,,,,,,True
14.JPG,40.72998055555556,-73.99163055555556,2026:04:28 20:10:04,,,,,,,True
140.JPG,40.73021111111111,-73.99444444444444,2026:04:28 20:16:50,,,,,,,True
141.JPG,40.730244444444445,-73.99449166666666,2026:04:28 20:16:54,,,,,,,True
142.JPG,40.73033888888889,-73.99478055555555,2026:04:28 20:17:18,,,,,,,True
143.JPG,40.73037222222222,-73.99483611111111,2026:04:28 20:17:39,0/20160629/63fa6a79d3217a87/cds-63fa6a79d3217a87-20160629-1837.raw/3/dr5rsnwx7rmz-dr5rsnwxe815-cds-63fa6a79d3217a87-20160629-1837-99.jpg,1906079.0,40.7303496,-73.9948325,54.84,2.53,False
144.JPG,40.730469444444445,-73.99498055555556,2026:04:28 20:17:54,,,,,,,True
145.JPG,40.73048333333333,-73.99501944444445,2026:04:28 20:17:58,,,,,,,True
146.JPG,40.730675000000005,-73.99522222222222,2026:04:28 20:18:43,,,,,,,True
147.JPG,40.73067777777778,-73.99522222222222,2026:04:28 20:18:44,,,,,,,True
148.JPG,40.73067777777778,-73.99523888888889,2026:04:28 20:18:45,,,,,,,True
149.JPG,40.73068055555556,-73.99523888888889,2026:04:28 20:18:46,,,,,,,True
15.JPG,40.72998055555556,-73.99163888888889,2026:04:28 20:10:06,,,,,,,True
150.JPG,40.73068055555556,-73.99525555555556,2026:04:28 20:18:47,,,,,,,True
151.JPG,40.73068888888889,-73.9952611111111,2026:04:28 20:18:48,,,,,,,True
IMG_4897.JPG,40.73056388888889,-73.99567222222223,2026:04:28 20:19:47,,,,,,,True
IMG_4935.JPG,40.73011944444445,-73.99607777777778,2026:04:28 20:21:05,0/20170312/e5df139233770dec/cds-e5df139233770dec-20170312-1035.raw/4/dr5rsntwq15j-dr5rsntwnrvg-cds-e5df139233770dec-20170312-1035-128.jpg,70216045.0,40.7301441,-73.99609129999997,46.47,2.97,False
IMG_4971.JPG,40.72972777777778,-73.9964138888889,2026:04:28 20:22:01,,,,,,,True
IMG_4983.JPG,40.72958055555556,-73.99642222222222,2026:04:28 20:22:15,,,,,,,True
IMG_5020.JPG,40.72983888888889,-73.99724444444445,2026:04:28 20:24:12,,,,,,,True
IMG_5048.JPG,40.72979444444445,-73.99742777777777,2026:04:28 20:24:55,,,,,,,True
IMG_5058.JPG,40.72971666666667,-73.99743611111111,2026:04:28 20:25:05,,,,,,,True
IMG_5059.JPG,40.72972777777778,-73.99741388888889,2026:04:28 20:25:06,,,,,,,True
16.JPG,40.72998611111111,-73.99166111111111,2026:04:28 20:10:07,,,,,,,True
IMG_5060.JPG,40.72971666666667,-73.99741388888889,2026:04:28 20:25:07,0/20161103/ec0dd1f4ab6e9e7e/cds-ec0dd1f4ab6e9e7e-20161103-1322.raw/3/dr5rsnseu79y-dr5rsnseu7hx-cds-ec0dd1f4ab6e9e7e-20161103-1322-41.jpg,47713079.0,40.7297285,-73.99754140000002,57.56,10.82,False
IMG_5061.JPG,40.729711111111115,-73.99742222222223,2026:04:28 20:25:09,0/20160915/fdeb4f0c0eb1bc3c/cds-fdeb4f0c0eb1bc3c-20160915-1338.raw/3/dr5rsnsesqtt-dr5rsnsespf5-cds-fdeb4f0c0eb1bc3c-20160915-1338-81.jpg,38224250.0,40.7297015,-73.99753659999998,61.69,9.7,False
IMG_5062.JPG,40.72969444444445,-73.99743611111111,2026:04:28 20:25:10,,,,,,,True
IMG_5063.JPG,40.72968888888889,-73.99743611111111,2026:04:28 20:25:11,,,,,,,True
IMG_5064.JPG,40.729683333333334,-73.99745277777778,2026:04:28 20:25:12,0/20161103/ec0dd1f4ab6e9e7e/cds-ec0dd1f4ab6e9e7e-20161103-1322.raw/3/dr5rsnseu79y-dr5rsnseu7hx-cds-ec0dd1f4ab6e9e7e-20161103-1322-41.jpg,47713079.0,40.7297285,-73.99754140000002,57.56,9.0,False
IMG_5065.JPG,40.729675,-73.99746111111111,2026:04:28 20:25:13,,,,,,,True
IMG_5066.JPG,40.72966388888889,-73.99746666666667,2026:04:28 20:25:15,,,,,,,True
IMG_5067.JPG,40.72965555555556,-73.99748055555555,2026:04:28 20:25:16,,,,,,,True
IMG_5068.JPG,40.729644444444446,-73.99749722222222,2026:04:28 20:25:17,,,,,,,True
IMG_5069.JPG,40.729647222222226,-73.99749722222222,2026:04:28 20:25:18,,,,,,,True
17.JPG,40.729977777777776,-73.99168333333333,2026:04:28 20:10:08,,,,,,,True
IMG_5070.JPG,40.72965277777778,-73.99750555555556,2026:04:28 20:25:19,,,,,,,True
IMG_5071.JPG,40.72965555555556,-73.99751388888889,2026:04:28 20:25:21,,,,,,,True
IMG_5071.JPG,40.729644444444446,-73.99751944444445,2026:04:28 20:25:21,0/20160915/fdeb4f0c0eb1bc3c/cds-fdeb4f0c0eb1bc3c-20160915-1338.raw/3/dr5rsnsedvvn-dr5rsnseee4q-cds-fdeb4f0c0eb1bc3c-20160915-1338-79.jpg,38224248.0,40.7296977,-73.99760140000002,61.32,9.1,False
IMG_5073.JPG,40.72965277777778,-73.99752777777778,2026:04:28 20:25:22,,,,,,,True
IMG_5074.JPG,40.72961388888889,-73.99757222222222,2026:04:28 20:25:28,,,,,,,True
IMG_5075.JPG,40.729572222222224,-73.99764444444445,2026:04:28 20:25:29,0/20161028/79ddade2485edbde/cds-79ddade2485edbde-20161028-0913.raw/3/dr5rsnsdcruz-dr5rsnsdcx2n-cds-79ddade2485edbde-20161028-0913-53.jpg,45300752.0,40.7295798,-73.99766629999998,61.92,2.03,False
IMG_5075.JPG,40.729572222222224,-73.99765000000001,2026:04:28 20:25:29,0/20161103/ec0dd1f4ab6e9e7e/cds-ec0dd1f4ab6e9e7e-20161103-1322.raw/3/dr5rsnse168b-dr5rsnse18vq-cds-ec0dd1f4ab6e9e7e-20161103-1322-40.jpg,47713078.0,40.7295935,-73.99767170000001,60.41,2.99,False
IMG_5077.JPG,40.72946944444445,-73.99778611111111,2026:04:28 20:25:30,,,,,,,True
IMG_5078.JPG,40.72950277777778,-73.99772777777778,2026:04:28 20:25:31,,,,,,,True
IMG_5079.JPG,40.72948888888889,-73.99773333333333,2026:04:28 20:25:32,,,,,,,True
18.JPG,40.72996944444445,-73.99170555555555,2026:04:28 20:10:09,,,,,,,True
IMG_5080.JPG,40.72938611111111,-73.99771944444444,2026:04:28 20:25:48,,,,,,,True
IMG_5081.JPG,40.729400000000005,-73.99775555555556,2026:04:28 20:25:49,,,,,,,True
IMG_5081.JPG,40.729400000000005,-73.99775555555556,2026:04:28 20:25:49,,,,,,,True
IMG_5173.JPG,40.73036944444445,-73.99813055555556,2026:04:28 20:38:54,,,,,,,True
IMG_5178.JPG,40.73038055555555,-73.99817777777778,2026:04:28 20:39:09,,,,,,,True
IMG_5182.JPG,40.73044166666667,-73.9982611111111,2026:04:28 20:39:16,0/20160611/fdeb4f0c0eb1bc3c/cds-fdeb4f0c0eb1bc3c-20160611-1149.raw/3/dr5rsnspgr02-dr5rsnspf8dv-cds-fdeb4f0c0eb1bc3c-20160611-1149-95.jpg,3167035.0,40.73043300000001,-73.998273,59.3652,1.39,False
IMG_5188.JPG,40.7304,-73.99813888888889,2026:04:28 20:40:02,0/20161010/79ddade2485edbde/cds-79ddade2485edbde-20161010-1029.raw/3/dr5rsnspvghk-dr5rsnspsb2z-cds-79ddade2485edbde-20161010-1029-11.jpg,42597214.0,40.7304121,-73.9981604,61.11,2.26,False
IMG_5189.JPG,40.73043611111111,-73.99833611111112,2026:04:28 20:40:04,0/20160903/8eb89b94275011e0/cds-8eb89b94275011e0-20160903-0810.raw/3/dr5rsnu0403h-dr5rsnspcsmj-cds-8eb89b94275011e0-20160903-0810-55.jpg,34773331.0,40.7304404,-73.99832559999999,57.11,1.01,False
IMG_5190.JPG,40.73045277777778,-73.99829722222222,2026:04:28 20:40:05,0/20161029/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20161029-1023.raw/3/dr5rsnu047wu-dr5rsnspcsrv-cds-7c641b4cb6bb1253-20161029-1023-42.jpg,45808059.0,40.7304577,-73.9983073,34.56,1.01,False
IMG_5191.JPG,40.73046111111111,-73.99834444444444,2026:04:28 20:40:06,0/20161029/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20161029-1023.raw/3/dr5rsnu047wu-dr5rsnspcsrv-cds-7c641b4cb6bb1253-20161029-1023-42.jpg,45808059.0,40.7304577,-73.9983073,34.56,3.15,False
19.JPG,40.72996944444445,-73.99170555555555,2026:04:28 20:10:10,,,,,,,True
IMG_5192.JPG,40.73048055555556,-73.99836666666667,2026:04:28 20:40:08,0/20161027/af6b56897db9da88/cds-af6b56897db9da88-20161027-1312.raw/3/dr5rsnu027pq-dr5rsngbpu0x-cds-af6b56897db9da88-20161027-1312-122.jpg,45894081.0,40.7304984,-73.9983926,59.44,2.95,False
IMG_5193.JPG,40.73050555555556,-73.99845277777779,2026:04:28 20:40:18,0/20160912/79ddade2485edbde/cds-79ddade2485edbde-20160912-1114.raw/3/dr5rsngbrmvr-dr5rsngbnzc3-cds-79ddade2485edbde-20160912-1114-75.jpg,37206565.0,40.7305133,-73.99843790000001,62.3,1.52,False
IMG_5194.JPG,40.73051388888889,-73.99845277777779,2026:04:28 20:40:20,0/20160708/79ddade2485edbde/cds-79ddade2485edbde-20160708-1217.raw/3/dr5rsngbr3t1-dr5rsngbpn7x-cds-79ddade2485edbde-20160708-1217-74.jpg,850332.0,40.7304894,-73.99843829999998,61.97,2.98,False
IMG_5195.JPG,40.73051111111111,-73.99844444444444,2026:04:28 20:40:22,0/20160708/79ddade2485edbde/cds-79ddade2485edbde-20160708-1217.raw/3/dr5rsngbr6d1-dr5rsngbnzp3-cds-79ddade2485edbde-20160708-1217-75.jpg,850333.0,40.7304948,-73.99844250000002,61.51,1.82,False
IMG_5213.JPG,40.73065555555556,-73.99874722222222,2026:04:28 20:41:09,,,,,,,True
IMG_5218.JPG,40.73067777777778,-73.99881666666667,2026:04:28 20:41:16,0/20160611/fdeb4f0c0eb1bc3c/cds-fdeb4f0c0eb1bc3c-20160611-1149.raw/3/dr5rsng9rwgt-dr5rsng9nzej-cds-fdeb4f0c0eb1bc3c-20160611-1149-84.jpg,3167024.0,40.73069,-73.998773,59.7274,3.92,False
IMG_5222.JPG,40.73068888888889,-73.99883333333334,2026:04:28 20:41:23,0/20160903/8eb89b94275011e0/cds-8eb89b94275011e0-20160903-0810.raw/3/dr5rsng9t64t-dr5rsng9mn8z-cds-8eb89b94275011e0-20160903-0810-51.jpg,34773327.0,40.7307073,-73.9988709,59.8,3.77,False
IMG_5225.JPG,40.730719444444446,-73.99889444444445,2026:04:28 20:41:47,,,,,,,True
IMG_5233.JPG,40.73066111111111,-73.99893055555556,2026:04:28 20:42:05,,,,,,,True
IMG_5235.JPG,40.73063611111111,-73.99894722222223,2026:04:28 20:42:06,,,,,,,True
2.JPG,40.72992222222222,-73.99070555555555,2026:04:28 20:07:16,,,,,,,True
20.JPG,40.72996111111112,-73.99173055555556,2026:04:28 20:10:11,,,,,,,True
IMG_5236.JPG,40.73063611111111,-73.99894722222223,2026:04:28 20:42:07,,,,,,,True
IMG_5388.JPG,40.732194444444445,-73.99867222222223,2026:04:28 20:48:19,,,,,,,True
IMG_5389.JPG,40.732194444444445,-73.99867222222223,2026:04:28 20:48:20,,,,,,,True
IMG_5390.JPG,40.73221111111111,-73.99864166666667,2026:04:28 20:48:23,,,,,,,True
IMG_5391.JPG,40.732216666666666,-73.99865,2026:04:28 20:48:24,0/20161215/e5df139233770dec/cds-e5df139233770dec-20161215-1045.raw/4/dr5rsp5f76k5-dr5rsp5f766n-cds-e5df139233770dec-20161215-1045-62.jpg,54745147.0,40.7322104,-73.9986115,-146.56,3.32,False
IMG_5394.JPG,40.73224444444445,-73.99863611111111,2026:04:28 20:48:27,,,,,,,True
IMG_5395.JPG,40.73224444444445,-73.99862777777778,2026:04:28 20:48:29,,,,,,,True
IMG_5421.JPG,40.73195555555556,-73.99824444444445,2026:04:28 20:50:04,0/20161027/af6b56897db9da88/cds-af6b56897db9da88-20161027-1312.raw/3/dr5rsph0gdnh-dr5rsph1hvwz-cds-af6b56897db9da88-20161027-1312-71.jpg,45894030.0,40.7319517,-73.9982546,61.27,0.96,False
IMG_5421.JPG,40.73195277777778,-73.99823055555555,2026:04:28 20:50:04,,,,,,,True
IMG_5437.JPG,40.73186388888889,-73.99805555555555,2026:04:28 20:50:18,0/20161027/af6b56897db9da88/cds-af6b56897db9da88-20161027-1312.raw/3/dr5rsph0qy05-dr5rsph2b1bd-cds-af6b56897db9da88-20161027-1312-68.jpg,45894027.0,40.7318872,-73.99812320000002,62.62,6.26,False
21.JPG,40.729958333333336,-73.99178333333333,2026:04:28 20:10:12,,,,,,,True
IMG_5448.JPG,40.731830555555554,-73.99791666666667,2026:04:28 20:50:28,,,,,,,True
IMG_5455.JPG,40.73181944444445,-73.997825,2026:04:28 20:51:20,0/20160629/79ddade2485edbde/cds-79ddade2485edbde-20160629-0823.raw/3/dr5rsph2m67j-dr5rsph2hyx7-cds-79ddade2485edbde-20160629-0823-134.jpg,1929552.0,40.7318674,-73.9978403,66.12,5.49,False
IMG_5476.JPG,40.73168055555555,-73.99757222222222,2026:04:28 20:51:46,0/20161027/af6b56897db9da88/cds-af6b56897db9da88-20161027-1312.raw/3/dr5rsnux7ghx-dr5rsnux7gqk-cds-af6b56897db9da88-20161027-1312-62.jpg,45894021.0,40.73170020000001,-73.99755920000001,61.68,2.44,False
IMG_5522.JPG,40.73143888888889,-73.99693888888889,2026:04:28 20:54:54,,,,,,,True
IMG_5620.JPG,40.73240555555556,-73.99600277777778,2026:04:28 20:58:12,0/20160722/79ddade2485edbde/cds-79ddade2485edbde-20160722-1122.raw/3/dr5rspjez0fw-dr5rspjsh3vf-cds-79ddade2485edbde-20160722-1122-175.jpg,16078725.0,40.73246029999999,-73.9960493,133.83,7.24,False
IMG_5634.JPG,40.73245277777778,-73.99577222222223,2026:04:28 20:58:40,0/20160702/63fa6a79d3217a87/cds-63fa6a79d3217a87-20160702-1144.raw/3/dr5rspjgvg3k-dr5rspnj1z73-cds-63fa6a79d3217a87-20160702-1144-1.jpg,1496930.0,40.7324734,-73.9957612,57.04,2.47,False
IMG_5697.JPG,40.733330555555554,-73.99548333333334,2026:04:28 21:00:05,0/20170211/6fef7e6f017c3f89/cds-6fef7e6f017c3f89-20170211-1128.raw/3/dr5rspq0gzgk-dr5rspq1kupb-cds-6fef7e6f017c3f89-20170211-1128-80.jpg,64588244.0,40.7333559,-73.995501,148.54,3.19,False
IMG_5698.JPG,40.733336111111115,-73.99548333333334,2026:04:28 21:00:06,0/20161029/6fef7e6f017c3f89/cds-6fef7e6f017c3f89-20161029-1347.raw/3/dr5rspq1j1xd-dr5rspq1mbye-cds-6fef7e6f017c3f89-20161029-1347-188.jpg,46099053.0,40.7333649,-73.9954417,75.94,4.75,False
IMG_5699.JPG,40.73334722222222,-73.99546944444444,2026:04:28 21:00:07,,,,,,,True
IMG_5700.JPG,40.73338611111111,-73.99546111111111,2026:04:28 21:00:14,,,,,,,True
22.JPG,40.72995,-73.99180555555556,2026:04:28 20:10:13,,,,,,,True
IMG_5701.JPG,40.73338888888889,-73.99546944444444,2026:04:28 21:00:16,,,,,,,True
IMG_5701.JPG,40.73338888888889,-73.99546944444444,2026:04:28 21:00:16,,,,,,,True
IMG_5703.JPG,40.73338611111111,-73.995475,2026:04:28 21:00:17,0/20161229/b6d8aab376c7ce54/cds-b6d8aab376c7ce54-20161229-1143.raw/4/dr5rspq1jq0d-dr5rspq1m9uc-cds-b6d8aab376c7ce54-20161229-1143-42.jpg,57174601.0,40.7333891,-73.9954403,160.44,2.94,False
IMG_5704.JPG,40.73340555555556,-73.99562777777778,2026:04:28 21:09:25,,,,,,,True
IMG_5705.JPG,40.73345277777778,-73.99548333333334,2026:04:28 21:09:26,,,,,,,True
IMG_5706.JPG,40.73345277777778,-73.99548333333334,2026:04:28 21:09:27,,,,,,,True
IMG_5707.JPG,40.733472222222225,-73.99544444444444,2026:04:28 21:09:28,0/20160629/63fa6a79d3217a87/cds-63fa6a79d3217a87-20160629-1837.raw/3/dr5rspq1td07-dr5rspq1ssy3-cds-63fa6a79d3217a87-20160629-1837-34.jpg,1906014.0,40.733468,-73.995465,54.72,1.79,False
IMG_5708.JPG,40.73347777777778,-73.99543888888888,2026:04:28 21:09:29,0/20161119/a32b6ec5cde27e3a/cds-a32b6ec5cde27e3a-20161119-1146.raw/3/dr5rspq1ucn9-dr5rspq1v09q-cds-a32b6ec5cde27e3a-20161119-1146-131.jpg,49322213.0,40.733489,-73.99545,56.44,1.56,False
IMG_5709.JPG,40.73348888888889,-73.9954,2026:04:28 21:09:31,,,,,,,True
IMG_5710.JPG,40.733497222222226,-73.99537777777778,2026:04:28 21:09:32,,,,,,,True
23.JPG,40.72999444444444,-73.99184444444444,2026:04:28 20:10:16,,,,,,,True
IMG_5711.JPG,40.733513888888886,-73.99533055555555,2026:04:28 21:09:33,,,,,,,True
IMG_5711.JPG,40.733513888888886,-73.99531388888889,2026:04:28 21:09:33,,,,,,,True
IMG_5713.JPG,40.733513888888886,-73.99531388888889,2026:04:28 21:09:34,,,,,,,True
IMG_5714.JPG,40.73351666666667,-73.99529444444444,2026:04:28 21:09:35,,,,,,,True
IMG_5715.JPG,40.73351666666667,-73.9952611111111,2026:04:28 21:09:36,,,,,,,True
IMG_5716.JPG,40.73351944444445,-73.99524722222222,2026:04:28 21:09:38,,,,,,,True
IMG_5717.JPG,40.73351944444445,-73.99523888888889,2026:04:28 21:09:39,,,,,,,True
IMG_5718.JPG,40.73351944444445,-73.99523055555555,2026:04:28 21:09:40,,,,,,,True
IMG_5719.JPG,40.73352777777778,-73.99521666666666,2026:04:28 21:09:43,,,,,,,True
IMG_5720.JPG,40.73354444444445,-73.99520277777778,2026:04:28 21:09:45,,,,,,,True
24.JPG,40.73,-73.99185277777778,2026:04:28 20:10:17,,,,,,,True
IMG_5721.JPG,40.73354722222222,-73.99519444444445,2026:04:28 21:09:46,,,,,,,True
IMG_5722.JPG,40.733555555555554,-73.99518611111111,2026:04:28 21:09:47,0/20160706/63fa6a79d3217a87/cds-63fa6a79d3217a87-20160706-1247.raw/3/dr5rspq4wghx-dr5rspq4x3em-cds-63fa6a79d3217a87-20160706-1247-113.jpg,1061310.0,40.733623,-73.995351,55.62,15.79,False
IMG_5723.JPG,40.73356666666667,-73.99517777777778,2026:04:28 21:09:48,,,,,,,True
IMG_5724.JPG,40.73357222222222,-73.99516944444444,2026:04:28 21:09:50,,,,,,,True
IMG_5725.JPG,40.733580555555555,-73.99516944444444,2026:04:28 21:09:51,,,,,,,True
IMG_5726.JPG,40.73358888888889,-73.99515555555556,2026:04:28 21:09:52,0/20161123/1ccda49b184cb0ef/cds-1ccda49b184cb0ef-20161123-1311.raw/3/dr5rspq5j5q7-dr5rspq6b1d2-cds-1ccda49b184cb0ef-20161123-1311-123.jpg,50558523.0,40.7337179,-73.9954434,59.62,11.87,False
IMG_5727.JPG,40.73359722222222,-73.99515555555556,2026:04:28 21:09:53,,,,,,,True
IMG_5728.JPG,40.73363888888889,-73.99513888888889,2026:04:28 21:09:54,0/20161011/fdeb4f0c0eb1bc3c/cds-fdeb4f0c0eb1bc3c-20161011-1343.raw/3/dr5rspq5qbp3-dr5rspq70cdn-cds-fdeb4f0c0eb1bc3c-20161011-1343-46.jpg,42956647.0,40.73370900000001,-73.995288,60.78,14.79,False
IMG_5729.JPG,40.73365,-73.995125,2026:04:28 21:09:55,,,,,,,True
IMG_5730.JPG,40.73366388888889,-73.99511666666666,2026:04:28 21:09:56,0/20160825/79ddade2485edbde/cds-79ddade2485edbde-20160825-1600.raw/3/dr5rspq5rfrz-dr5rspq71npw-cds-79ddade2485edbde-20160825-1600-120.jpg,33297880.0,40.733733,-73.99526999999998,72.73,15.03,False
25.JPG,40.73,-73.9918611111111,2026:04:28 20:10:18,,,,,,,True
IMG_5731.JPG,40.73368055555556,-73.99511111111111,2026:04:28 21:09:57,0/20161117/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20161117-1300.raw/3/dr5rspq6grr0-dr5rspq71q83-cds-7c641b4cb6bb1253-20161117-1300-166.jpg,49206678.0,40.733735,-73.995269,54.72,14.62,False
IMG_5732.JPG,40.73368888888889,-73.99511111111111,2026:04:28 21:09:58,,,,,,,True
IMG_5733.JPG,40.7337,-73.99510277777777,2026:04:28 21:10:00,0/20161107/8b82a42e5a149e22/cds-8b82a42e5a149e22-20161107-0821.raw/3/dr5rspq78bts-dr5rspq73vk8-cds-8b82a42e5a149e22-20161107-0821-58.jpg,47034472.0,40.733771,-73.995242,60.6,14.14,False
IMG_5733.JPG,40.73376388888889,-73.99500277777778,2026:04:28 21:10:00,,,,,,,True
IMG_5735.JPG,40.73376388888889,-73.99500277777778,2026:04:28 21:10:01,,,,,,,True
IMG_5736.JPG,40.733780555555555,-73.99501944444445,2026:04:28 21:10:02,0/20161107/8b82a42e5a149e22/cds-8b82a42e5a149e22-20161107-0754.raw/3/dr5rspqk1cbd-dr5rspq7gk93-cds-8b82a42e5a149e22-20161107-0754-13.jpg,47032386.0,40.733853,-73.995182,61.4,15.89,False
