image,taken_on,period,tree,streetlight,storefront,run
0/20161205/79ddade2485edbde/cds-79ddade2485edbde-20161205-1241.raw/3/dr5rsnnjwx67-dr5rsnnm3dz7-cds-79ddade2485edbde-20161205-1241-67.jpg,2016-12-05 12:50:56-05:00,morning,0,1,0,efficientnet_train_images
0/20160628/79ddade2485edbde/cds-79ddade2485edbde-20160628-0959.raw/3/dr5rsnnjwypg-dr5rsnnm3g0z-cds-79ddade2485edbde-20160628-0959-36.jpg,2016-06-28 10:01:32-04:00,morning,0,0,0,efficientnet_train_images
0/20161216/7c641b4cb6bb1253/cds-7c641b4cb6bb1253-20161216-1218.raw/3/dr5rsnnmqdeb-dr5rsnnku8w5-cds-7c641b4cb6bb1253-20161216-1218-3.jpg,2016-12-16 12:19:34-05:00,morning,0,0,0,efficientnet_train_images
0/20160924/8b82a42e5a149e22/cds-8b82a42e5a149e22-20160924-1744.raw/3/dr5rsnnmrvcf-dr5rsnnktq0t-cds-8b82a42e5a149e22-20160924-1744-178.jpg,2016-09-24 17:54:32-04:00,afternoon,0,0,0,efficientnet_train_images
0/20160906/8b82a42e5a149e22/cds-8b82a42e5a149e22-20160906-1233.raw/3/dr5rsnnmhr9x-dr5rsnnkgq1q-cds-8b82a42e5a149e22-20160906-1233-93.jpg,2016-09-06 12:39:00-04:00,morning,0,0,0,efficientnet_train_images
0/20170120/af6b56897db9da88/cds-af6b56897db9da88-20170120-1129.raw/3/dr5rsnnmsfy9-dr5rsnnkfztq-cds-af6b56897db9da88-20170120-1129-2.jpg,2017-01-20 11:29:14-05:00,morning,0,0,1,efficientnet_train_images
0/20161118/b6d8aab376c7ce54/cds-b6d8aab376c7ce54-20161118-1209.raw/4/dr5rsnnm69b3-dr5rsnnm3u5v-cds-b6d8aab376c7ce54-20161118-1209-164.jpg,2016-11-18 12:18:06-05:00,morning,0,0,1,efficientnet_train_images
0/20170129/bd209a4b83760d6b/cds-bd209a4b83760d6b-20170129-1107.raw/4/dr5rsnnx40bw-dr5rsnnkfztq-cds-bd209a4b83760d6b-20170129-1107-50.jpg,2017-01-29 11:10:38-05:00,morning,2,2,2,efficientnet_train_images
0/20160628/bd209a4b83760d6b/cds-bd209a4b83760d6b-20160628-1301.raw/4/dr5rsnnjybmc-dr5rsnnm3utr-cds-bd209a4b83760d6b-20160628-1301-123.jpg,2016-06-28 13:09:08-04:00,afternoon,2,3,2,efficientnet_train_images
0/20160817/bd209a4b83760d6b/cds-bd209a4b83760d6b-20160817-1532.raw/4/dr5rsnnm3qq2-dr5rsnnm3uke-cds-bd209a4b83760d6b-20160817-1532-166.jpg,2016-08-17 15:40:54-04:00,afternoon,0,0,1,efficientnet_train_images
0/20160622/c5732f31099d7452/cds-c5732f31099d7452-20160622-0941.raw/4/dr5rsnnm2y0x-dr5rsnnm3dww-cds-c5732f31099d7452-20160622-0941-138.jpg,2016-06-22 09:49:48-04:00,morning,0,2,2,efficientnet_train_images
0/20160808/c5732f31099d7452/cds-c5732f31099d7452-20160808-1652.raw/4/dr5rsnnjydkv-dr5rsnnm3vrx-cds-c5732f31099d7452-20160808-1652-139.jpg,2016-08-08 17:00:08-04:00,afternoon,0,0,0,efficientnet_train_images
0/20160924/e08eacf5f70d94e7/cds-e08eacf5f70d94e7-20160924-1745.raw/4/dr5rsnnmm704-dr5rsnnkgsw8-cds-e08eacf5f70d94e7-20160924-1745-179.jpg,2016-09-24 17:54:36-04:00,afternoon,2,0,1,efficientnet_train_images
0/20161027/e08eacf5f70d94e7/cds-e08eacf5f70d94e7-20161027-0837.raw/4/dr5rsnnjy31t-dr5rsnnm3g3t-cds-e08eacf5f70d94e7-20161027-0837-144.jpg,2016-10-27 08:46:26-04:00,morning,0,0,0,efficientnet_train_images
0/20161010/e5df139233770dec/cds-e5df139233770dec-20161010-0819.raw/4/dr5rsnnm3qy7-dr5rsnnm3uyj-cds-e5df139233770dec-20161010-0819-104.jpg,2016-10-10 08:24:12-04:00,morning,1,0,0,efficientnet_train_images
0/20160729/e5df139233770dec/cds-e5df139233770dec-20160729-1830.raw/4/dr5rsnnmm0kq-dr5rsnnkggfq-cds-e5df139233770dec-20160729-1830-175.jpg,2016-07-29 18:39:44-04:00,afternoon,4,0,0,efficientnet_train_images
0/20160729/e5df139233770dec/cds-e5df139233770dec-20160729-1830.raw/4/dr5rsnnmhx9r-dr5rsnnkgmqq-cds-e5df139233770dec-20160729-1830-177.jpg,2016-07-29 18:40:04-04:00,afternoon,3,0,0,efficientnet_train_images
0/20161111/eb7787c410c46511/cds-eb7787c410c46511-20161111-1426.raw/3/dr5rsnnm816f-dr5rsnnm3dz7-cds-eb7787c410c46511-20161111-1426-90.jpg,2016-11-11 14:31:22-05:00,afternoon,0,0,2,efficientnet_train_images
0/20160922/fdeb4f0c0eb1bc3c/cds-fdeb4f0c0eb1bc3c-20160922-1146.raw/3/dr5rsnnm68j7-dr5rsnnm44gg-cds-fdeb4f0c0eb1bc3c-20160922-1146-42.jpg,2016-09-22 11:48:22-04:00,morning,0,1,0,efficientnet_train_images
0/20160822/fdeb4f0c0eb1bc3c/cds-fdeb4f0c0eb1bc3c-20160822-1146.raw/3/dr5rsnnm4xk2-dr5rsnnm44mr-cds-fdeb4f0c0eb1bc3c-20160822-1146-160.jpg,2016-08-22 11:55:44-04:00,morning,0,0,2,efficientnet_train_images
0/20160922/fdeb4f0c0eb1bc3c/cds-fdeb4f0c0eb1bc3c-20160922-1146.raw/3/dr5rsnnm6ed0-dr5rsnnm6j2r-cds-fdeb4f0c0eb1bc3c-20160922-1146-41.jpg,2016-09-22 11:48:18-04:00,morning,1,1,0,efficientnet_train_images
0/20170224/19919ff6db95782d/cds-19919ff6db95782d-20170224-1336.raw/4/dr5rsnnrznz2-dr5rsnnm1npw-cds-19919ff6db95782d-20170224-1336-10.jpg,2017-02-24 13:37:26-05:00,afternoon,4,1,0,efficientnet_train_images
0/20170118/19919ff6db95782d/cds-19919ff6db95782d-20170118-1209.raw/4/dr5rsnnm8cf0-dr5rsnnm1npw-cds-19919ff6db95782d-20170118-1209-16.jpg,2017-01-18 12:11:40-05:00,morning,0,0,1,efficientnet_train_images
0/20170118/19919ff6db95782d/cds-19919ff6db95782d-20170118-1132.raw/4/dr5rsnnrqntv-dr5rsnnm1npw-cds-19919ff6db95782d-20170118-1132-115.jpg,2017-01-18 11:39:10-05:00,morning,4,1,0,efficientnet_train_images
0/20170114/1ccda49b184cb0ef/cds-1ccda49b184cb0ef-20170114-1043.raw/3/dr5rsnnqew9y-dr5rsnnm1npw-cds-1ccda49b184cb0ef-20170114-1043-51.jpg,2017-01-14 10:47:44-05:00,morning,0,0,2,efficientnet_train_images
0/20170114/1ccda49b184cb0ef/cds-1ccda49b184cb0ef-20170114-1043.raw/3/dr5rsnnqew7m-dr5rsnnm1npw-cds-1ccda49b184cb0ef-20170114-1043-50.jpg,2017-01-14 10:47:34-05:00,morning,0,0,2,efficientnet_train_images
0/20170114/1ccda49b184cb0ef/cds-1ccda49b184cb0ef-20170114-1043.raw/3/dr5rsnnqvmsj-dr5rsnnm1npw-cds-1ccda49b184cb0ef-20170114-1043-47.jpg,2017-01-14 10:47:08-05:00,morning,0,1,2,efficientnet_train_images
0/20160822/33f01c9134eaa6b5/cds-33f01c9134eaa6b5-20160822-0824.raw/4/dr5rsnnjrd35-dr5rsnnm1h3e-cds-33f01c9134eaa6b5-20160822-0824-128.jpg,2016-08-22 08:31:24-04:00,morning,2,0,2,efficientnet_train_images
0/20170312/5c44399458a254ea/cds-5c44399458a254ea-20170312-1136.raw/4/dr5rsnq2vtg7-dr5rsnnm1npw-cds-5c44399458a254ea-20170312-1136-100.jpg,2017-03-12 11:42:02-04:00,morning,2,1,0,efficientnet_train_images
0/20170311/5c44399458a254ea/cds-5c44399458a254ea-20170311-1228.raw/4/dr5rsnnx07pe-dr5rsnnm1stc-cds-5c44399458a254ea-20170311-1228-91.jpg,2017-03-11 12:34:50-05:00,morning,3,1,0,efficientnet_train_images
0/20160930/5c44399458a254ea/cds-5c44399458a254ea-20160930-1545.raw/4/dr5rsnnjpyfk-dr5rsnnm0fet-cds-5c44399458a254ea-20160930-1545-54.jpg,2016-09-30 15:49:20-04:00,afternoon,0,0,2,efficientnet_train_images
